Lemma_Sense_Id;Example_Sentence_From;Example_Sentence_To
12701;These are such lovely flowers.;To jsou tak překrásné květiny.
12702;We had such a lovely time at your house last night.;
12708;I asked the lady if I could help her carry the bags.;Zeptal jsem se té paní, jestli nechce pomoci s taškou.
12716;Governor, may I present to you Mr Johnson?;Pane guvernére, mohu vám představit pana Johnsona?
12717;I would like to introduce you to Mr Johnson.;
12718;They released the movie with a party in Los Angeles.;Rád bych vás představil panu Johnsonovi.
12719;Try to picture Leslie in a tuxedo.;
12720;The colour red represents blood.;Uvolnili ten film na velké party v Los Angeles.
12721;Let me introduce my theory.;Představ si Leslieho ve smokingu.
12728;Economists project GDP growth of 3% next year.;Ekonomové očekávají pro příští rok růst HDP ve výši 3 %.
12729;I expect our team will lose again.;Očekávám ( or: předpokládám), že naši zase prohrají.
12730;I'm expecting a package in the mail.;Čekám ( or: očekávám) balík.
12736;She is going to the bars tonight.;Večer jde do baru.
12737;Would you like to ride or walk?;
12739;Alex is dating Pat.;
12740;I would go out with you, but I'm involved with someone.;
12741;That's the church where our family worships.;Chceš tam jít nebo jet?
12749;She has a lot of influence over his thinking.;Má velký vliv na jeho myšlení.
12750;She holds considerable weight in his decision-making.;Ona má výrazný vliv na jeho rozhodování.
12754;The influence of the immigrants can be seen in the culture.;
12763;Take a right at the next lights.;Na příští světelné křižovatce se dejte doprava.
12778;Will I help you move? Sure!;Jestli ti pomůžu se stěhováním? Ale jistě!
12779;Certainly, you may go.;Samozřejmě ( or: jistě), můžete jít.
12784;Smoke issued from the chimney.;Z komína vycházel kouř.
12785;Her new novel will be out next month.;Její nový román vyjde příští měsíc.
12795;My leg is hurting after the long race.;Po dlouhém závodě mě bolí noha.
12796;One leg of that table is shorter than the others.;Jedna noha stolu je kratší než ostatní.
12797;There are seven books here.;Je tady sedm knih.
12805;The conclusion should summarise the essay.;Závěr by měl shrnout celý esej.
12806;I came to the conclusion that we should go.;Dospěla jsem k závěru, že bychom měli jít.
12808;She brought the meeting to an end.;Dovedla schůzi ke zdárnému konci.
12808;I liked the end of the film best.;Nejvíce se mi na tom filmu líbil konec.
12809;Does anyone know the outcome of the negotiations?;Zná někdo výsledek toho jednání?
12814;I hope to have the chance to travel.;Doufám, že budeme mít příležitost ( or: možnost) cestovat.
12815;The chance of rain is very slim.;Pravděpodobnost ( or: šance), že bude pršet, je velmi malá.
12821;The Bible says that God created the world in six days.;Bible říká, že Bůh stvořil svět za šest dní.
12822;The ancient Romans believed in many gods.;Staří Římané věřili v mnoho bohů ( or: bůžků).
12824;Can you hear the music? Isn't it lovely?;Slyšíš tu hudbu? Není nádherná?
12825;Elvis played rock.;Elvis dělal rock.
12891;Following the disaster an official investigation was announced.;Po neštěstí bylo vyhlášeno úřední vyšetřování.
12892;Latin is the official language of the Catholic Church.;Latina je úředním ( or: oficiálním) jazykem katolické církve.
12894;He has three daughters and no sons.;Měl tři dcery a žádného syna.
12895;I'd like to thank you all for your input.;Rád bych vám všem poděkoval za vaše příspěvky.
12904;We often go to the movies on Thursdays.;Ve čtvrtek často chodíváme do kina.
12905;Have you given that patient her tablets?;
12906;Given his reputation, I'm not sure we should hire him.;
12917;The Rockefeller family is rich.;Rockefellerové jsou bohatí ( or: majetní).
12926;The drive was really tiring.;Ta řízení bylo fakt únavné.
12932;She became very serious after the kids started causing problems.;Když začaly děti zlobit, nasadila velmi vážný výraz.
12933;I'm not joking. I'm being serious.;
12950;Please stop calling me.;Prosím přestaň mi volat.
12954;Our boat was able to weather the storm.;Náš člun v bouři vydržel.
12955;I think the toaster has died.;Náš člun bouři odolal.
12970;He gets paid in cash daily at that job.;V té práci mu platí každý den v hotovosti.
12972;She has nine children.;Má devět dětí.
12979;The judge granted the plaintiff the right to see the documents.;Soudce přiznal obžalovaném právo nahlédnout do dokumentů.
12980;I acknowledge that I could have made better decisions.;
12981;He admitted to the police that he was the murderer.;Uznávám, že jsem mohl přijmout lepší rozhodnutí.
13012;I like him. He seems like a good guy.;Mám ho rád. Vypadá jako hodný kluk.
13013;Do you like pizza?;Líbí ( or: zamlouvá) se mi. Vypadá jako hodný kluk.
13014;That house really appeals to me.;Máš rád pizzu?
13018;Would you like to drive my new car?;Chceš zkusit řídit moje nové auto?
13019;He conducted the orchestra.;Chceš jet mým novým autem?
13024;The chief inspector leads the investigation.;Dirigoval orchestr.
13025;The crane operator controlled the machine without problem.;Vedoucí komisař vede vyšetřování.
13026;The manager controls the employees under him.;Jeřábník bez problémů řídil ( or: ovládal) stroj.
13027;He follows his heart, wherever it takes him.;Manažer řídí ( or: vede) své podřízené.
13028;You should follow his advice.;Řídí se svým srdcem, kamkoli ho zavede.
13029;The ex-congressman headed the investigation.;
13030;She managed the network operations.;
13031;The police officer directed traffic.;Měl by ses řídit jeho radou.
13032;He directed the orchestra.;Měl bys poslechnout jeho radu.
13042;A river flows through town.;Řeka protéká městem.
13051;I, myself, went took out the trash.;Já sám ( or: samotný, or: osobně) jsem vynesl ten koš.
13053;I washed the car alone.;Umyl jsem to auto sám.
13054;I was alone for a few hours today, so I read a book.;Dnes jsem byl několik hodin sám, tak jsem si četl.
13056;Good grammar is just one element of good writing.;Dobrá gramatika je jen jednou ze součástí dobrého psaní.
13061;My favourite season is spring.;Jaro je mé oblíbené roční období.
13072;The stock's drop in value surprised analysts.;Pokles ceny akcií překvapil analytiky.
13076;The bug still wasn't dead, so he stepped on it again.;Ten brouk ještě pořád nebyl mrtvý, tak na něho šlápnul ještě jednou.
13077;There are a lot of dead buried in that cemetery.;Na tomto hřbitově je pohřbených mnoho mrtvých.
13081;The markets were flat today.;Trh byl dnes klidný.
13086;Eat what you can and I'll have the rest.;Sněz, co můžeš, a já dojím ten zbytek.
13108;Smith explored unmapped regions of the continent.;Smith probádal nezmapovaná území toho světadílu.
13109;This bed has a hard mattress.;Ta postel má tvrdou matraci.
13110;The bed was firm, but comfortable.;Postel byla tvrdá, ale pohodlná.
13113;They have harsh winters in Norway.;V Norsku mívají drsné ( or: kruté) zimy.
13114;The steak was too tough.;Ten steak byl příliš tuhý.
13129;Future business plans need to include a budget.;Budoucí plány musí zahrnovat rozpočet.
13132;I had a funny dream last night.;V noci jsem měl legrační sen.
13133;I have a dream that one day we will all live in peace.;Mám sen, že jednou budeme všichni žít v míru.
13135;I've been dreaming a lot lately.;Poslední dobou hodně sním.
13136;Could you get the doctor? I feel really bad.;Mohl bys zavolat doktora? Cítím se nemocný ( or: špatně).
13141;There was some weather earlier this week.;Počátkem týdne bylo špatné ( or: nepříznivé) počasí.
13142;You have spelt that word wrong.;
13143;Please do not abuse the keyboard by pounding on the keys.;
13144;Abuse of the prisoners will not be tolerated.;
13169;The professor's stand on the issue is clear.;Postoj toho profesora k té otázce je jasný.
13170;George has made his position clear.;George objasnil svůj postoj.
13171;She has a positive attitude towards work.;Má kladný postoj k práci.
13172;It is my belief that working thirty-five hours per week is too much.;Můj názor je, že pracovat třicet pět hodin týdně je příliš.
13176;We stayed at a beautiful resort in the Caribbean.;Pobývali jsme v tom nádherném karibském letovisku.
13178;We're going to look for new shoes at the mall.;Jdeme se do nákupního střediska podívat na nové boty.
13181;Is this wine foreign or is it from here?;
13187;He works in the accounting department.;Pracuje na účetním oddělení.
13200;The child always refused to go to the opera.;To dítě vždy odmítalo jít na operu.
13203;The consulting firm rejected most applicants, accepting only the elite.;
13207;He's always complaining but he never does anything about it.;Pořád si stěžuje, ale nikdy s tím nic neudělá.
13208;My favourite show on TV is on Wednesdays at eight o'clock.;Můj oblíbený televizní program ( or: pořad) je každou středu v osm.
13209;You can always take the train if your car's not working.;Můžeš pořád ještě jet vlakem, když ti nefunguje auto.
13210;I will always love you.;
13211;He hadn't eaten breakfast, but he was still not hungry.;
13219;The furnace gives heat to the entire house.;Ta pec zásobuje teplem celý dům.
13222;I'll provide the tent if you provide the food.;Tato pec poskytuje teplo celému domu.
13223;The magazine featured her on the front page.;Postarám se o stan, pokud ty se postaráš o jídlo.
13224;The judge granted the plaintiff the right to see the documents.;Časopis jí poskytl ( or: dával) prostor na obálce.
13225;The genie granted him a wish.;
13227;I see her all the time, although I never speak to her.;Vídám ji pořád, ačkoli s ní nikdy nemluvím.
13228;Though it was dark out, they went for a walk.;Ačkoli ( or: třebaže, or: i když, or: ač) se venku už setmělo, vydali se na procházku.
13229;Whilst he's a very skilful player, he doesn't have any discipline.;Přestože je jako právník velmi šikovný, chybí mu ukázněnost.
13231;That vase is extremely valuable.;Ta váza je extrémně cenná.
13237;He usually prefers tea instead of coffee.;Běžně ( or: obvykle) si místo kávy radši dává čaj.
13238;I usually have a glass of wine with dinner.;Obvykle ( or: normálně) si k večeři dám sklenku vína.
13239;He is mostly here at work by nine o'clock.;Obvykle přichází do práce na devět hodin.
13247;He tried to walk to the next town, but it was too far.;Zkusil ( or: pokusil se) do toho dalšího města dojít pěšky, ale bylo to příliš daleko.
13248;I will attempt to talk to him on Monday.;Zkusím si s ním promluvit v pondělí.
13254;She has a style all her own.;Má svůj vlastní styl.
13255;She wears her clothes with style.;
13256;The designer from Milan added an Italian touch to the room.;Nosí ty šaty s grácií.
13257;Her writing is clear and concise.;Milánský designér dodal pokoji italský styl.
13260;Van Gogh has a distinctive style of painting.;Jeho styl je jasný a stručný. Píše jasně a stručně.
13264;Amy and Ron share an apartment.;Amy a Ron sdílejí ( or: mají dohromady) jeden byt.
13265;We went to the theatre together.;Do divadla jsme šli spolu ( or: společně).
13266;Together with his partner, he formed a business.;Společně se svým partnerem založil podnik.
13267;When Joe goes to the shops, his sister likes to come along too.;Když jde Joe do obchodu, chce jeho setra jít s ním.
13274;Please mail the file to me.;Pošlete mi prosím ten soubor.
13275;Can you wire me two hundred dollars by next Tuesday?;Pošlete mi prosím mailem ten soubor.
13278;Head me in the right direction and I'll be sure to get there.;
13279;He sent the message to his friend.;
13280;I will email you the directions.;Můžeš mi poslat dvě stě dolarů do příštího úterý?
13281;I'll email the invoices to all our customers.;Nasměrujte mě správným směrem a já se tam určitě dostanu.
13282;They killed the project after the customer stopped paying.;
13283;Bob referred me to you, saying that you are the best lawyer here.;Poslal ( or: odeslal) kamarádovi zprávu.
13284;We will ship the books tomorrow.;Pošlu ti e-mail ohledně místa konání.
13285;He directed her to the closest supermarket.;
13286;I'm going to mail a letter today.;
13309;He made a convenient excuse to leave the boring party.;Opustil ten nudný večírek s pohodlnou výmluvou.
13310;It is convenient to have a microwave at home.;Je praktické mít doma mikrovlnku.
13311;With her severe allergies, living near a pharmacy has been a convenience.;S těmi vážnými alergiemi je pro ni pohodlné bydlet poblíž lékárny.
13319;The green grass was blowing in the wind.;Zelená tráva vlála ve větru.
13328;She doesn't eat meat. She is vegetarian.;Nejí maso. Je vegetariánka.
13331;I prefer to eat fish for health reasons.;Ze zdravotních důvodů jím radši ryby.
13348;I'm going to leave this town at three o'clock today.;Odjedu z města dnes ve tři.
13349;After he lost his money, his friends deserted him.;
13365;There were a hundred singers in the choir.;Ve sboru bylo sto pěvců.
13366;Can you break a hundred?;
13369;The law was passed by a vote of seventy to thirty.;Zákon byl schválen sedmdesáti hlasy proti třiceti.
13370;The judge granted the plaintiff the right to see the documents.;Soudce přiznal obžalovaném právo nahlédnout do dokumentů.
13381;The alarm reminded Tim of his appointment.;Budík Timovi připomenul rande. Budík Tima upozornil na jeho schůzku.
13388;Brenda has to pick her favourite flavour of ice cream.;Brenda musí zvolit svou oblíbenou příchuť zmrzliny.
13389;I think that he will choose a blue sweater.;Myslím, že si vybere modrý svetr.
13390;Highlight the text by double-clicking on it.;Označte text dvojitým kliknutím.
13393;With a sudden move, he grabbed the robber.;Rychlým pohybem chytil lupiče.
13394;He noticed some movement in the bushes.;Všiml si nějakého pohybu v křoví.
13397;She asked me if I wanted dinner.;Ptala ( or: zeptala) se mě, jestli chci večeři.
13398;He asked his father about jobs in the factory.;Ptal ( or: zeptal) se otce na pracovní příležitosti v továrně.
13399;They asked their uncle for a loan.;Ptali ( or: zeptali) se svého strýčka, jestli by jim nepůjčil.
13414;We fixed the price at nineteen dollars each.;Stanovili jsme obě ceny na devatenáct dolarů.
13417;Let's set the price of the shirt at twenty dollars.;Stanovme cenu té košile na dvacet dolarů.
13418;The salesman quoted a price.;Obchodník udal ( or: nabídl, or: stanovil) cenu.
13419;The new law established English as the official language of the country.;Nový zákon stanovil angličtinu jako úřední jazyk země.
13432;He is her husband. They got married three years ago.;Je to její manžel. Vzali se před třemi lety.
13433;The professor requires that we include a bibliography in our research paper.;Profesor vyžaduje, abychom v seminárních pracích uváděli seznam literatury.
13438;The study includes a bibliography of resources on this subject.;Ta studie odkazuje na rozšiřující literaturu k tomuto tématu.
13439;He is an actor, but would really like to be a film director.;Je hercem, ale velmi rád by se stal filmovým režisérem.
13441;I hope to attend the opening night.;Doufám, že se budu moci zúčastnit premiéry.
13442;We joined the search for the missing children.;Zúčastnili jsme se pátrání po těch zmizelých dětech.
13446;Parents of teenagers have a fear of drugs.;Rodiče mají strach, aby jejich děti nepropadly drogám.
13449;I fear that they were in an accident.;
13450;He was afraid of losing his job.;Bojím se, že měli nehodu.
13457;These onions are from the garden in my backyard.;Tyto cibule jsou ze zahrádky na mém dvorku.
13462;The bridge must bear the weight of the cars and trucks.;Most musí unést ( or: vydržet) zátěž aut a náklaďáků.
13463;Could you carry this table from the kitchen to the dining room?;
13477;The sun rises in the east.;Slunce vychází na východě.
13478;The hens return to the coop at sunset.;Slepice se vracejí do kurníku za soumraku.
13485;The train tracks pass close to their house.;Železniční koleje probíhají v blízkosti jejich domu.
13489;Which cut of meat would you recommend for a stew?;Jaký kus masa bys mi doporučil na dušení.
13490;The mother cut her kid's food into smaller pieces.;
13491;A hunter's bow is often made of flexible wood.;
13500;How many parts should I slice this cake into?;Matka nakrájela dítěti jídlo na menší kousky.
13501;My new dinner set has thirty-four pieces.;Lovecké luky jsou často vyráběny z pružného dřeva.
13502;She packed just a few items of clothing.;Na kolik kousků mám rozkrájet ten dort?
13508;Eating chocolate brings Sally great pleasure.;Pojídání čokolády působí Sally potěšení.
13509;I have a treat for her. I made her a card and will surprise her tomorrow.;Chci jí udělat radost. Vyrobil jsem pro ni kartu a zítra ji překvapím.
13511;I always enjoy a good book.;
13512;My darling, I just want to please you.;
13513;He couldn't hide his joy when he heard that his enemy had been fired.;
13520;We bought live crabs for dinner.;Na večeři jsme si koupili živé raky.
13521;The comedian loved performing in front of a live audience.;
13524;After the bombing attack, she was among the living.;Po bombovém útoku byla mezi živými ( or: přeživšími).
13541;My sister creates art.;Moje sestra tvoří ( or: vytváří) umělecká díla.
13542;"You form the plural by adding an ""s"".";
13543;He formed a ladder out of bits of old wood.;
13544;After underwater earthquakes, mountains formed.;"Množné číslo tvoříš ( or: vytvoříš) přidáním ""s""."
13548;There are three trees in our back yard.;Na našem zadním dvorku jsou tři stromy.
13549;She showed the family tree that she had researched to the family.;Ukázala rodině rodokmen, na kterém pracovala.
13551;Orchestra practice begins immediately after school.;Zkouška orchestru začíná hned po škole.
13552;The algebra exam was difficult.;
13562;If you desire it enough, you can learn a new language.;
13563;He was tasked to complete the project.;
13564;She requested more time to finish the report.;Pověřili ho dokončením toho projektu.
13565;Thomas applied for a credit card.;Zadali mu dokončení toho projektu.
13566;The queen required her subjects to bow.;Požádala ( or: žádala, or: prosila) o více času, aby mohla dopsat zprávu.
13567;If you hurt someone's feelings, you should apologise.;Žádala ( or: požadovala, or: vyžádala si) více času, aby mohla dokončit zprávu.
13568;We had input all the names and addresses.;Thomas požádal ( or: zažádal) o kreditní kartu.
13583;Do you understand what I'm saying?;Rozumíš ( or: porozuměl jsi) tomu, co říkám?
13589;I hope he realizes before long.;Chápeš ( or: pochopil jsi) to, co říkám?
13590;He doesn't realize how important this is for me.;Doufám, že to brzo pochopí. Doufám, že si toho brzo všimne.
13591;I can relate to your experience.;Doufám, že mu to brzo dojde.
13595;They supplied beer to the bar.;Dodali pivo do baru.
13597;I'll provide the tent if you provide the food.;Postarám se o stan, pokud ty se postaráš o jídlo.
13598;The wind powers the electrical generator.;Elektrický generátor je poháněn větrem.
13602;Baseball is my favourite sport.;Baseball je můj oblíbený sport.
13604;Cats are one of the few domesticated animals.;Kočky patří mezi několik málo druhů domácích zvířat.
13605;She has three pets: a dog and two cats.;
13624;The President spent an hour briefing the press on his latest policy.;Prezident strávil hodinu představováním své nové politiky tisku.
13625;The prime minister's memo was leaked to the press.;Prezident strávil hodinu představováním své nové politiky novinám.
13626;Press print to send the document to the printer.;Premiéro sdělení prosáklo do tisku ( or: médií).
13629;Oh, no. I left the present at home.;Ale ne! Zapomněl ( or: nechal) jsem ten dárek doma.
13630;I forgot to wash the clothes.;Zapomněl jsem vyprat prádlo.
13634;That statement is not relevant to the issue.;Ten výrok je v této záležitosti nepatřičný ( or: irelevantní).
13637;This street has four lanes.;Tato ulice je čtyřproudá.
13638;That road is Highway Nineteen to Albany.;Tato ulice je dálnice 19 do Albany.
13647;We must prepare for his return.;Musíme se připravit na jeho návrat.
13648;She's been unhappy since the return of her arthritis.;
13656;The presentation included a table that showed the sales growth.;Součástí prezentace byla tabulka zobrazující růst prodeje.
13660;He was rather disturbed by the images of the war.;Obrázky války ho dost ( or: docela, or: poněkud) rozrušily.
13661;I'm feeling slightly tired after the walk.;Po té procházce se cítím poněkud unaven.
13664;There are trains leaving for Paris every hour.;Vlaky do Paříže jezdí co hodinu.
13666;We're going to take the next plane.;Poletíme dalším ( or: příští) letadlem.
13667;Future business plans need to include a budget.;Budoucí plány musí zahrnovat rozpočet.
13668;The following programme is brought to you by our sponsor.;Tento program vám přináší náš sponzor.
13669;The boy is following his mother.;
13670;What are you doing this coming week?;
13676;Medical technology has saved many lives.;Lékařské technologie zachránily mnoho životů.
13679;Is that your dog?;Je to tvůj pes?
13682;Troy uses his position for personal gain.;Troy využívá svého postavení pro vlastní obohacení.
13693;This restaurant is quite good.;Tahle restaurace je celkem ( or: docela) dobrá.
13704;The present really will surprise her.;Ten dárek ji opravdu ( or: vážně, or: fakt) překvapí.
13705;She is really pretty.;Je opravdu ( or: velice, or: fakt) krásná.
13706;You can't really be serious.;Je překrásná.
13707;The reality is that smoking kills.;To snad nemyslíš vážně!
13709;Indeed! You are actually going to do this?;
13710;You're pregnant? Really?;Fakt je, že kouření zabíjí.
13711;I will certainly try to help.;No to snad ne! Fakt to chceš udělat?
13711;It certainly is hot outside.;Ty jsi opravdu ( or: vážně, or: fakt) těhotná?
13719;Past governments were not friendly to the press.;Minulé vlády nebyly přátelské k tisku.
13721;Albert had finished the previous day.;Albert to dodělal předchozího dne.
13722;The prior acts of violence occurred on the same street.;Předešlé akty násilí se odehrály na téže ulici.
13727;I'll see you on Wednesday, right?;Uvidíme se ve středu, že?
13728;He is an active reader who can complete a book in a day.;Je to aktivní čtenář, který zvládne přečíst knihu za den.
13729;The tour guide leads the people through the city.;Průvodkyně vodí lidi městem.
13730;Let me give you the tour of our house.;Pojď, provedu tě po domě.
13731;We need someone to guide us around the sights of Paris.;Potřebujeme někoho, kdo nás provede po pařížských památkách.
13733;Just do your job.;
13734;The contract was implemented after everyone agreed.;Zkrátka jen dělej svou práci.
13746;Which church do you belong to?;Ke které církvi patříš?
13757;The local practice of spending the afternoons in cafes is spreading to other provinces.;Místní zvyk ( or: zvyklost, or: praxe) trávit odpoledne v kavárně se šíří i do ostatních krajů.
13763;It's a good idea. However, I don't think we have the money to fund it.;Je to dobrý nápad. Ale ( or: avšak) myslím, že na to nemáme dost peněz.
13765;Yes, indeed, I do plan to eat out tonight.;Jasně, dnes chci večeřet v restauraci.
13766;I will certainly try to help.;Určitě ( or: rozhodně) se budu snažit pomoci.
13766;It certainly is hot outside.;Venku je fakt horko.
13767;The student definitely appreciates the scholarship money.;Toho studenta rozhodně těší, že má stipendium.
13781;The driver turned the wheels sharply to avoid the hole in the road.;Řidič prudce zatočil, aby se vyhnul díře v cestě.
13787;They asked their uncle for a loan.;Ptali ( or: zeptali) se svého strýčka, jestli by jim nepůjčil.
13788;She requested more time to finish the report.;
13789;Thomas applied for a credit card.;Požádala ( or: žádala, or: prosila) o více času, aby mohla dopsat zprávu.
13790;The queen required her subjects to bow.;Žádala ( or: požadovala, or: vyžádala si) více času, aby mohla dokončit zprávu.
13791;If you hurt someone's feelings, you should apologise.;Thomas požádal ( or: zažádal) o kreditní kartu.
13799;You can't charge me a hundred pounds - be realistic!;
13801;"I don't know at the moment; I need to think about it again.";Za to po mně nemůžete chtít sto liber - uvažujte ( or: mějte rozum)!
13802;Have you considered the long-term consequences of this decision?;Teď nevím, musím si to ještě promyslet.
13803;He tied the horse to the post.;Teď nevím, budu o tom ještě muset popřemýšlet ( or: uvažovat, or: pouvažovat).
13808;The Sun is one of many stars.;Slunce je jednou z mnoha hvězd.
13809;She is a big Hollywood star.;Je to velká hollywoodská hvězda.
13810;She is the star pupil in the class.;Je třídní hvězdou.
13812;We go to the same place for our holidays every year.;Každý rok jezdíme na dovolenou na stejné ( or: to samé, or: totožné, or: totéž) místo.
13813;Laurie looked the same after all these years.;
13815;The knife enabled him to cut open the box.;
13816;He is comfortable to be around. I can be relaxed around him.;Jsem v pohodě, když jsem s ním. Člověk se vedle nej může uvolnit.
13817;She was wearing a very attractive perfume.;Měla na sobě velmi příjemný parfém.
13819;The weather is nice today.;Počasí je dnes hezké ( or: příjemné).
13831;The box's bulk made it difficult to carry.;Tato krabice se kvůli svému objemu špatně přenáší.
13834;This container holds four litres of liquid.;Tato nádoba pojme čtyři litry tekutiny.
13838;Fifteen degrees Celsius is roughly equivalent to sixty degrees Fahrenheit.;Patnáct stupňů Celsia se přibližně rovná šedesáti stupňům Fahrenheita.
13839;What level has he reached in the hierarchy?;Jaké úrovně dosáhl v té hierarchii?
13840;When you get on the highway, shift into fifth gear.;Když vjedeš na dálnici, přeřaď na pátý rychlostní stupeň.
13842;This stairway has thirteen steps.;Když vjedeš na dálnici, přeřaď na pátý stupeň.
13849;I have two brothers and one sister.;Mám dva bratry a jednu sestru.
13855;The boy was lost in thought.;Chlapec se oddal svým úvahám.
13856;She gave a lot of thought to her decision.;Rozhodla se až po důkladném uvážení.
13857;I need to do some serious reflection on this matter.;
13860;Many cowboys rode horses.;Mnoho kovbojů jezdilo na koních.
13869;The best students pay attention in class.;Ti nejlepší studenti věnují přednáškám pozornost.
13887;I'll provide the tent if you provide the food.;Postarám se o stan, pokud ty se postaráš o jídlo.
13888;The magazine featured her on the front page.;Časopis jí poskytl ( or: dával) prostor na obálce.
13889;The judge granted the plaintiff the right to see the documents.;
13890;The genie granted him a wish.;
13902;I suspect I'll never be happy in this life.;Obávám se, že v tomto životě nebudu nikdy šťastný.
13903;I was happy last spring when we were dating.;Loni v létě, když jsme spolu chodili, jsem byl šťastný.
13907;I'm happy you came.;Jsem rád, že jste přišel.
13908;Marsha always has a bright attitude.;Marshu její veselá povaha nikdy neopouští.
13909;I'm glad to hear that you are coming.;Jsem rád, že přijdeš.
13910;If it hadn't been for a random meeting, I might never have seen her again.;Nebýt toho náhodného setkání, možná bych ji už nikdy neviděl.
13918;The city was founded centuries ago.;Toto město bylo založeno před staletími.
13923;He decided to establish a hospital for sick children.;
13927;The content of the essay is interesting and important.;Obsah tohoto eseje je zajímavý a důležitý.
13931;The scientist is conducting research.;Vědec provádí výzkum.
13932;This survey was conducted by phone and asked people's political opinions.;
13936;I never wanted to be famous.;Nikdy jsem nechtěl být slavný ( or: známý).
13938;He is known for his street protests.;
13943;He wore his dress suit to the formal dinner.;Vzal si na tu oficiální večeři svůj společenský oblek.
13944;These social activities bore me.;Tyto společenské aktivity mě nudí.
13951;She is very social and goes to many parties.;Je velmi společenská a chodí na hodně večírků.
13959;That cross is a traditional Irish symbol.;Tento kříž je tradiční irský symbol.
13961;He died of starvation on March 4, 1782.;
13968;I often use the local library to borrow books.;Často využívám místní knihovny a půjčuji si tam knihy.
13983;The ocean waves rocked the boat.;Vlny oceánu převrhly člun.
13984;There was a wave of protests after the announcement of the new policy.;Oznámení nové politiky vedlo k vlně protestů.
14001;She only ate a third of the sandwich.;Snědla jen třetinu chlebíčku.
14004;She pointed to show where we should stand.;Ukázala nám, kde máme stát.
14005;He showed his collection of postcards to his visitors.;Ukázal svou sbírku pohlednic svým hostům.
14006;He showed his daughter how to tie her shoes.;Ukázal své dceři, jak se zavazují boty.
14007;The thermometer reads 22 degrees.;Teploměr ukazuje dvacet dva stupňů.
14010;The facts reveal the truth.;Fakta odhalí pravdu.
14011;He demonstrated how to operate the machine.;Fakta odkrývají ( or: ukazují) pravdu.
14020;He signed the form at the bottom.;Podepsal ten formulář vespodu.
14023;They signed the basketball star to a new contract.;Podepsali s basketbalovou hvězdou novou smlouvu.
14027;Either we stop now or we go all the way.;Buď skončíme hned teď, nebo půjdeme celou cestu.
14028;Welcome! The drinks are over here.;
14031;The main character is a likeable fellow.;Hlavní postavou je sympatický chlápek.
14032;He could make out her form behind the curtain.;Rozeznal její postavu ( or: figuru) za závěsem.
14034;The actress had a beautiful figure.;Ta herečka měla krásnou postavu ( or: figuru).
14035;Brad won the role of Hamlet.;Brad dostal roli ( or: postavu) Hamleta.
14038;The car sped down the highway.;Auto se řítilo dálnicí.
14041;Everything is designed to maximize safety on the construction site.;Vše je vymyšleno tak, aby byla na stavbě maximalizována bezpečnost.
14042;You can use the black telephone to make calls.;Můžeš si zavolat z toho černého telefonu.
14043;She answered the phone when it was ringing.;Ona zvedla ten telefon, když zvonil.
14048;If you care then you'll donate some money to the cause.;Pokud tě to vážně trápí ( or: zajímá), určitě na ten účel věnuješ nějaké peníze.
14049;I don't care which T-shirt you buy.;Je mi jedno ( or: fuk), které tričko si koupíš.
14050;I wonder if wine can be made from cherries. Let me look on the Internet.;
14053;That client is becoming quite a problem.;Ten zákazník se stává problémem.
14054;This problem has only occurred once.;
14056;His peers voted him best actor.;Jeho kolegové ho zvolili nejlepším hercem.
14062;She saw a field full of corn.;Viděla pole plné kukuřice.
14073;There is a thirty-day term for making payments.;Termín platby je třicet dnů.
14075;There are thousands of medical terms that most people don't understand.;
14093;The rate of growth is amazing.;Tempo růstu je překvapující.
14094;When you get on the highway, shift into fifth gear.;
14095;The racecar moved at great speed.;Když vjedeš na dálnici, přeřaď na pátý rychlostní stupeň.
14096;What speed are we going?;Když vjedeš na dálnici, přeřaď na pátý stupeň.
14102;Don't speed, or the police will take away your license.;Když vjedeš na dálnici, přeřaď na pátou rychlost.
14106;High inflation caused a panic in the market.;Vysoká inflace způsobila ( or: zapříčinila) na trhu paniku.
14109;The dogs made a commotion in the street.;Nadměrná konzumace alkoholu může způsobovat ( or: zapříčiňovat) cirhózu jater.
14110;Does that create a problem for you?;
14122;Warhol is a famous figure in the art world.;Warhol je v uměleckém světě dobře známou osobností.
14125;Winter is coming.;Zima se blíží.
14126;She gave back the book.;Vrátila tu knihu.
14127;Could you return that DVD I lent you?;Mohl bys vrátit to DVD, které jsem ti půjčila?
14129;I often return to the town I grew up in.;
14140;The water main broke and flooded the street, so we didn't have any water.;Hlavní přívod ( or: vodovodní řad) se porouchal a voda zaplavila ulici, takže jsme neměli žádnou vodu.
14146;She cares a lot for her brother, even though he can be annoying.;Má velmi ráda svého bratra, i když umí být otravný.
14147;I'm happy you came.;Jsem rád, že jste přišel.
14148;I like him. He seems like a good guy.;Mám ho rád. Vypadá jako hodný kluk.
14149;He really likes her a lot.;Líbí ( or: zamlouvá) se mi. Vypadá jako hodný kluk.
14150;Do you like pizza?;Má ji opravdu moc rád.
14151;Of course I love my mother.;Máš rád pizzu?
14152;The Second World War gave rise to a new world order.;Chutná ti pizza?
14153;Society cannot function without order.;Chutná ti ta pizza?
14154;The trains are running on schedule.;
14155;I'm glad to hear that you are coming.;Samozřejmě miluji svou matku.
